1,0,0,0,0,-0.50148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36123,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40751,0,0,0,0,-0.42279,0
0,0,1,0,0,0,0,-0.50396,0,0,0,0,0,0,0,0,-0.40577,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,-0.5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35781,0,0,0,0
0,0,0,0,1,0,0,0,-0.50387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39856,0
-0.50148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35971,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.50065,0,-0.40449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.50396,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.40552,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.50387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.69316,0,0
0,0,0,0,0,0,0,0,0,1,0,0,-0.49962,0,0,0,0,0,-0.36082,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.5001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35799,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4953,0,0,0,0,0,0,0,0,0,0,-0.35741,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.49962,0,0,1,0,0,0,0,0,-0.36099,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.50065,0,0,0,0,0,0,1,0,-0.40999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.4953,0,0,1,0,0,0,0,0,0,0,-0.50237,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.40449,0,0,0,0,0,0,-0.40999,0,1,0,0,0,0,0,0,0,0,0,0,-0.35027,0,0,0
0,0,-0.40577,0,0,0,0,-0.40552,0,0,0,0,0,0,0,0,1,0,0,-0.34608,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.34659,-0.4101,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.36082,0,0,-0.36099,0,0,0,0,-0.34659,1,0,0,0,0,0,0,-0.23588,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34608,-0.4101,0,1,0,0,0,0,0,0,0,0,0,-0.31291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.37958,0,0,-0.44241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.41884,-0.31809,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50237,0,0,0,0,0,0,0,1,0,-0.36212,0,0,0,0,0
0,-0.40751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41884,0,1,0,0,0,0,-0.3355,0
-0.36123,0,0,0,0,-0.35971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31809,-0.36212,0,1,0,0,0,0,0
0,0,0,-0.35781,0,0,0,0,0,0,-0.35799,-0.35741,0,0,0,0,0,0,-0.23588,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35027,0,0,0,0,-0.37958,0,0,0,0,0,1,0,0,-0.32137
0,0,0,0,0,0,0,0,-0.69316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.42279,0,0,-0.39856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3355,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31291,-0.44241,0,0,0,0,0,-0.32137,0,0,1
